player,season,quintile,home,cmp%,attempts,ny/a,carries,ypc,td:to
Alex Smith,0.42468810612182634,0.36010781096805283,0.9989115143192981,0.6300438836308679,0.489849390817259,0.26273475158897275,-0.3583052746147246,-1.164077700003066,0.9566216891109706
Geno Smith,0.42468810612182634,0.36010781096805283,-1.0009749073945502,-1.6560482758120731,-0.8928151325321562,-0.949599817447173,0.029334934763778676,-0.3333160587702346,-1.1994190721340594
Matthew Stafford,0.42468810612182634,0.36010781096805283,0.9989115143192981,-0.3587233868427524,1.1811816524919665,-0.1462981663494635,-0.3583052746147246,-0.09595558984656848,-0.660408881822802
Ryan Tannehill,0.42468810612182634,0.36010781096805283,0.9989115143192981,0.4842640937533466,0.8355155216546127,-0.02573946673764274,0.4169751441422819,1.3282072236954283,-0.12139869151154448
Tyrod Taylor,0.42468810612182634,0.36010781096805283,0.9989115143192981,-5.055367921592446,-2.707562319428264,-2.868386699690044,0.4169751441422819,-0.3926561760011512,-0.12139869151154448
Brandon Weeden,0.42468810612182634,0.36010781096805283,0.9989115143192981,-1.4546071116176806,-0.20148287085744854,-0.058042276203011035,-0.7459454839932279,-0.3333160587702346,-0.660408881822802
Drew Brees,0.42468810612182634,0.36010781096805283,-1.0009749073945502,0.7360655489963379,0.057766727270566774,0.7730085740341716,0.4169751441422819,-1.164077700003066,0.9566216891109706
Matt Ryan,0.42468810612182634,0.36010781096805283,0.9989115143192981,1.3365151730373157,0.5762659235265974,-0.12726258220022854,-0.3583052746147246,0.37876534800076384,-0.12139869151154448
Tom Brady,0.42468810612182634,0.36010781096805283,-1.0009749073945502,0.9689818950961038,0.6626824562359359,0.2099391941576456,-0.7459454839932279,-0.09595558984656848,-0.12139869151154448
Cam Newton,0.42468810612182634,0.36010781096805283,0.9989115143192981,0.5831860940273793,-0.3743159362761255,0.034846908619061465,1.5798957722777918,1.294298585277762,1.495631879422228
Drew Brees,0.42468810612182634,0.36010781096805283,0.9989115143192981,0.7419213967926864,0.9219320543639512,0.1946118406868329,-0.7459454839932279,-1.045397465541233,-0.660408881822802
Jason Campbell,0.42468810612182634,0.36010781096805283,-1.0009749073945502,-1.0490269104941494,2.045346979585351,-1.1323414252798274,-1.1335856933717312,-0.8080369966175669,-1.7384292624453168
Matt Cassel,0.42468810612182634,0.36010781096805283,-1.0009749073945502,-1.8594263742775652,-1.670563926916202,-0.12726258220022854,-1.1335856933717312,-0.8080369966175669,-0.12139869151154448
Andy Dalton,0.42468810612182634,0.36010781096805283,0.9989115143192981,-1.0545225771760405,-0.4607324689854639,-1.2947784100199646,0.4169751441422819,-0.8080369966175669,0.41761149879971293
Joe Flacco,0.42468810612182634,0.36010781096805283,-1.0009749073945502,-0.4985738444531651,-0.11506633814811013,-0.9469124408613988,0.4169751441422819,0.37876534800076384,-1.1994190721340594
Nick Foles,0.42468810612182634,0.36010781096805283,0.9989115143192981,0.37773270884285104,-0.5471490016948023,1.4796032797765601,2.3551761910347984,0.4315121188726896,0.41761149879971293
Mike Glennon,0.42468810612182634,0.36010781096805283,0.9989115143192981,2.170239054945545,-0.8063985998228177,1.225025315761414,-0.7459454839932279,0.14140487907709767,0.9566216891109706
Robert Griffin,0.42468810612182634,0.36010781096805283,-1.0009749073945502,-1.01935031041194,0.2305997926892437,-0.1038341709396319,2.742816400413301,0.23634906664656424,-0.12139869151154448
Chad Henne,0.42468810612182634,0.36010781096805283,0.9989115143192981,0.2864200932052833,0.8355155216546127,-0.35568959199104644,-1.1335856933717312,-0.8080369966175669,-0.660408881822802
Tarvaris Jackson,0.42468810612182634,0.36010781096805283,0.9989115143192981,-2.2855519139195497,-2.5347292540095867,-1.954678660526772,-0.7459454839932279,-1.045397465541233,-0.12139869151154448
Colin Kaepernick,0.42468810612182634,0.36010781096805283,-1.0009749073945502,-0.4985738444531651,-0.11506633814811013,-1.3231451628698048,0.029334934763778676,1.1699669110796511,0.41761149879971293
Case Keenum,0.42468810612182634,0.36010781096805283,0.9989115143192981,-0.5544169091239897,-0.7199820671134792,-0.2502617413183612,-1.1335856933717312,-0.8080369966175669,-0.660408881822802
Eli Manning,0.42468810612182634,0.36010781096805283,0.9989115143192981,0.8799520948494752,0.2305997926892437,0.13044994166633514,-0.7459454839932279,-0.09595558984656848,-0.12139869151154448
Peyton Manning,0.42468810612182634,0.36010781096805283,0.9989115143192981,-0.06969910778123255,0.6626824562359359,0.8207095084316656,-0.7459454839932279,-0.8080369966175669,-0.12139869151154448
EJ Manuel,0.42468810612182634,0.36010781096805283,0.9989115143192981,0.8799520948494752,-0.3743159362761255,0.9912420864306734,1.5798957722777918,-0.5028592508585675,0.9566216891109706
Josh McCown,0.42468810612182634,0.36010781096805283,0.9989115143192981,0.03751957638675083,-0.11506633814811013,0.10808645819031136,-0.3583052746147246,-0.9267172310794001,0.41761149879971293
Carson Palmer,0.42468810612182634,0.36010781096805283,-1.0009749073945502,0.8799520948494752,0.8355155216546127,1.2128425419059037,0.029334934763778676,-1.045397465541233,0.9566216891109706
Christian Ponder,0.42468810612182634,0.36010781096805283,-1.0009749073945502,-0.1452395443541293,-0.8928151325321562,-0.4699030968864554,0.8046153535207853,-0.8080369966175669,-1.7384292624453168
Philip Rivers,0.42468810612182634,0.36010781096805283,-1.0009749073945502,0.3213337403608239,0.14418325997990522,0.6012343679434612,-0.3583052746147246,-0.09595558984656848,-0.12139869151154448
Ben Roethlisberger,0.42468810612182634,0.36010781096805283,0.9989115143192981,0.2996096932418209,1.094765119782628,0.687129365749644,1.1922555628992886,-0.3333160587702346,2.034642069733485
Matt Ryan,0.42468810612182634,0.36010781096805283,-1.0009749073945502,-0.6698259094436932,0.3170163253985821,-0.12726258220022854,-1.1335856933717312,-0.8080369966175669,-0.12139869151154448
Matt Schaub,0.42468810612182634,0.36010781096805283,0.9989115143192981,-1.0668328705434753,-0.6335655344041408,-0.035891778283901284,-1.1335856933717312,-0.8080369966175669,-0.12139869151154448
Alex Smith,0.42468810612182634,0.36010781096805283,-1.0009749073945502,-1.177625510850391,1.094765119782628,-0.9648282847665608,0.8046153535207853,1.6605118801885612,0.41761149879971293
Geno Smith,0.42468810612182634,0.36010781096805283,-1.0009749073945502,-2.16512513097725,-0.8063985998228177,-1.6331887948952504,-0.7459454839932279,-0.8080369966175669,-2.816449643067832
Matthew Stafford,0.42468810612182634,0.36010781096805283,-1.0009749073945502,-1.6232046077369005,1.1811816524919665,0.4057337739783468,0.029334934763778676,1.0908467547717624,0.41761149879971293
Ryan Tannehill,0.42468810612182634,0.36010781096805283,0.9989115143192981,0.1677136928764444,0.2305997926892437,-0.06869155404873656,0.4169751441422819,0.4381054652316804,-0.12139869151154448
Russell Wilson,0.42468810612182634,0.36010781096805283,0.9989115143192981,0.945900095032163,-1.23848126336951,2.5176817416934525,-0.3583052746147246,0.8534862858480962,0.9566216891109706
Ryan Fitzpatrick,0.42468810612182634,0.36010781096805283,0.9989115143192981,1.473484096493667,-0.3743159362761255,0.4514191759365102,0.4169751441422819,0.7348060513862631,0.41761149879971293
Andrew Luck,0.42468810612182634,0.36010781096805283,-1.0009749073945502,0.2534460931139385,0.3170163253985821,-0.04083074065775675,2.3551761910347984,0.009537951897283192,0.41761149879971293
Mike Glennon,0.42468810612182634,0.36010781096805283,0.9989115143192981,-0.7027999095350371,-0.9792316652414944,-0.405347637597746,0.4169751441422819,-0.9860573483103164,-0.12139869151154448
Ryan Tannehill,0.42468810612182634,0.36010781096805283,-1.0009749073945502,0.2864200932052833,0.8355155216546127,-0.6775640148781079,-0.7459454839932279,-0.3333160587702346,0.41761149879971293
Drew Brees,0.42468810612182634,0.36010781096805283,0.9989115143192981,1.835393853593784,0.7490989889452743,1.297686859828207,-1.1335856933717312,-0.8080369966175669,2.034642069733485
Kellen Clemens,0.42468810612182634,0.36010781096805283,-1.0009749073945502,-0.3813034086444333,-1.4113143287881869,3.0199539971399303,0.029334934763778676,-0.6497966840017895,0.41761149879971293
Jay Cutler,0.42468810612182634,0.36010781096805283,0.9989115143192981,-0.6929077095076339,0.6626824562359359,-0.18297648702725736,-1.1335856933717312,-0.8080369966175669,-0.12139869151154448
Andy Dalton,0.42468810612182634,0.36010781096805283,-1.0009749073945502,-1.1450394401718864,1.6132643160386588,-0.8778084715129162,1.1922555628992886,0.062284722769208926,-0.660408881822802
Ryan Fitzpatrick,0.42468810612182634,0.36010781096805283,0.9989115143192981,0.4842640937533466,0.057766727270566774,0.5580184471722253,0.029334934763778676,0.22052503538498636,0.41761149879971293
Joe Flacco,0.42468810612182634,0.36010781096805283,0.9989115143192981,-0.4390079088042851,0.3170163253985821,-1.7095374792878455,-0.7459454839932279,0.14140487907709767,-0.660408881822802
Nick Foles,0.42468810612182634,0.36010781096805283,-1.0009749073945502,0.4842640937533466,-1.23848126336951,1.7219084494397259,1.9675359816562952,0.3194252307698473,0.9566216891109706
Matt Hasselbeck,0.42468810612182634,0.36010781096805283,0.9989115143192981,-1.7315887123849705,-2.3618961885909098,3.344827966620204,-0.7459454839932279,-1.045397465541233,-0.660408881822802
Chad Henne,0.42468810612182634,0.36010781096805283,-1.0009749073945502,0.002556961984147875,-0.8063985998228177,-0.05697734841843825,-0.3583052746147246,-0.9267172310794001,-1.1994190721340594
Colin Kaepernick,0.42468810612182634,0.36010781096805283,0.9989115143192981,-0.9006439100831014,-0.8928151325321562,-2.1178408103773556,0.4169751441422819,0.14140487907709767,-0.660408881822802
Case Keenum,0.42468810612182634,0.36010781096805283,-1.0009749073945502,-0.8040224214433491,0.9219320543639512,-1.289260849396998,-0.3583052746147246,0.7348060513862631,0.9566216891109706
Jake Locker,0.42468810612182634,0.36010781096805283,0.9989115143192981,-1.3622799113619175,-2.016230057753556,-1.6501093141390148,0.029334934763778676,0.6161258169244299,-1.1994190721340594
Andrew Luck,0.42468810612182634,0.36010781096805283,0.9989115143192981,0.0717383053765326,1.267598185201305,0.05547902563242597,0.4169751441422819,0.2007449963080142,-1.7384292624453168
Eli Manning,0.42468810612182634,0.36010781096805283,0.9989115143192981,-0.5229417272186158,-0.8928151325321562,-0.7120357272647225,0.029334934763778676,-1.045397465541233,-0.660408881822802
Peyton Manning,0.42468810612182634,0.36010781096805283,-1.0009749073945502,0.7150820943927548,0.3170163253985821,0.8946477247586936,-0.3583052746147246,-0.9267172310794001,1.495631879422228
EJ Manuel,0.42468810612182634,0.36010781096805283,-1.0009749073945502,-0.3679869855306213,0.5762659235265974,-1.4325597810049024,-0.3583052746147246,1.2095269892335954,-0.12139869151154448
Josh McCown,0.42468810612182634,0.36010781096805283,0.9989115143192981,0.4842640937533466,-2.016230057753556,-0.17294798415839194,-1.1335856933717312,-0.8080369966175669,0.41761149879971293
Cam Newton,0.42468810612182634,0.36010781096805283,-1.0009749073945502,-0.9006439100831014,-0.028649805438771683,-1.0279176493754536,1.9675359816562952,-0.3629861173856929,-1.1994190721340594
Carson Palmer,0.42468810612182634,0.36010781096805283,0.9989115143192981,0.1380370927942349,-0.028649805438771683,0.3849676821791813,-0.3583052746147246,-1.045397465541233,-0.12139869151154448
Philip Rivers,0.42468810612182634,0.36010781096805283,0.9989115143192981,0.38875319693703997,-0.287899403566787,-0.12726258220022854,0.8046153535207853,-0.4757323401244343,-0.12139869151154448
Ben Roethlisberger,0.42468810612182634,0.36010781096805283,0.9989115143192981,-0.06969910778123255,-0.20148287085744854,-0.6647378993550944,-1.1335856933717312,-0.8080369966175669,-0.660408881822802
Matt Ryan,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,0.6652262789613779,-0.32973044360458004,-0.4460945407348795,1.5866730891764864,-0.32837502159516496,0.03408446531031554
Matt Schaub,-0.48563364094800754,0.36010781096805283,-1.0009749073945502,0.8834286952484495,1.1784357641115693,0.18300817258188204,0.5001278105728326,1.0034780626675257,-0.5342970237833247
Alex Smith,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,0.276393504712884,1.337190101765901,-0.3017731504019711,-0.043144828728994236,0.6590332994961402,-1.6710600019706052
Matthew Stafford,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,-0.4578000566010425,1.0990585952844036,-0.5690143808940571,-1.129690107332648,-0.6039308321322734,-2.239441491064245
Seneca Wallace,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,2.44033242226972,-2.1554053266293924,2.7220486198531284,-1.129690107332648,-0.6039308321322734,0.03408446531031554
Kurt Warner,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,0.5384329830107818,0.305286907012746,0.5094914969879321,-0.5864174680308211,0.08495869421049762,2.3076104216848767
Vince Young,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,0.19809308335391906,-0.7266162877404088,0.6293769143147282,1.5866730891764864,0.0390327257876462,0.6024659544039558
Drew Brees,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,0.9649195239355132,0.3846640758399118,0.6795661210169005,-0.043144828728994236,-0.2594860689608879,0.03408446531031554
Matt Ryan,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,-0.892519928431657,1.0990585952844036,0.04723060855668164,0.5001278105728326,0.08495869421049762,-1.1026785128769652
Derek Anderson,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,-1.497718181372316,-0.8853706253947403,-0.7572514582926303,-0.043144828728994236,-0.4891159110751449,-1.1026785128769652
Marc Bulger,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,-0.6896506549107037,0.5434184134942434,-0.32421801302654496,0.5001278105728326,-0.5273875514275209,-0.5342970237833247
Jay Cutler,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,-0.19696813350267414,0.14653256935841452,-0.07237345151845817,1.5866730891764864,0.8657001573989715,-0.5342970237833247
Jake Delhomme,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,-0.6027066805445808,-1.1235021318762377,-0.12928022467607872,-0.5864174680308211,1.0034780626675257,0.6024659544039558
Brett Favre,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,0.049373127201340405,-0.01222176829591698,0.8017659286395804,-0.5864174680308211,-0.6039308321322734,2.3076104216848767
Ryan Fitzpatrick,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,0.3234356550945541,-0.40910761243174576,-0.5529062244347037,-1.129690107332648,-0.6039308321322734,-1.1026785128769652
Joe Flacco,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,1.2231167811439996,-0.25035327477741426,0.029126933353321564,1.5866730891764864,-0.3743009900180164,0.6024659544039558
Matt Flynn,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,2.44033242226972,-2.1554053266293924,-0.9439456088272808,-1.129690107332648,-0.6039308321322734,0.03408446531031554
David Garrard,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,-0.4900015285884958,-0.09159893712308274,-0.6689960416762502,0.5001278105728326,1.0800213433722778,-1.6710600019706052
Matt Hasselbeck,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,-0.21257346223505516,0.8609270888029064,-0.19474440733108608,-1.129690107332648,-0.6039308321322734,1.170847443497596
Chad Henne,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,-0.16798680871396665,-0.5678619500860773,-1.1436952943643544,0.5001278105728326,-0.9866472356560352,0.6024659544039558
Eli Manning,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,-0.5246800368826761,0.8609270888029064,-0.2584344928951717,0.5001278105728326,1.9985407118293064,-0.5342970237833247
Peyton Manning,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,0.2848463911095903,1.5753216082473982,0.0983468679544042,-1.129690107332648,-0.6039308321322734,0.03408446531031554
Luke McCown,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,-3.6457457833588807,-2.076028157802227,-2.267776858072984,-1.129690107332648,-0.6039308321322734,0.03408446531031554
Donovan McNabb,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,0.8526598468883451,-0.40910761243174576,0.7179717748411711,-0.5864174680308211,2.6108869574673252,0.6024659544039558
Matt Moore,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,-3.6457457833588807,-2.1554053266293924,-1.860444165997383,-0.5864174680308211,-0.8335606742465305,0.03408446531031554
Kyle Orton,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,0.1374920201399786,0.7021727511485748,-0.8107791518025651,-0.5864174680308211,1.9219974311245536,0.03408446531031554
Brady Quinn,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,-1.6170530481493477,-1.9966509889750608,-0.9439456088272808,-1.129690107332648,-0.6039308321322734,0.03408446531031554
Philip Rivers,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,0.2493442682434233,-0.25035327477741426,1.0300512835390934,1.0434004498746594,-0.7187457531894019,0.03408446531031554
Aaron Rodgers,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,0.2137184446007193,1.0196814264572378,-0.1834468060691108,1.5866730891764864,1.784219525856,1.170847443497596
Tony Romo,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,-0.0955334967421972,0.6227955823214091,0.14138162992678754,-0.5864174680308211,1.6923675890102967,1.170847443497596
JaMarcus Russell,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,0.2272130747684101,-0.4884847812589115,-0.9439456088272808,-0.5864174680308211,-0.3743009900180164,-1.1026785128769652
Mark Sanchez,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,-0.16798680871396665,0.5434184134942434,0.21199851733320865,1.0434004498746594,-0.2594860689608879,1.170847443497596
Matt Schaub,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,0.8293117207797961,0.4640412446670775,0.3827951596475338,3.2164910070819666,-0.517819641339427,-1.1026785128769652
Alex Smith,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,-0.03213684876689949,0.305286907012746,-0.3159743752107293,-0.5864174680308211,1.6923675890102967,0.03408446531031554
Matthew Stafford,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,-1.06377321127402,0.3846640758399118,-0.4464178206492251,-0.5864174680308211,0.31458853632475464,0.03408446531031554
Kurt Warner,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,-0.07348248875078911,1.4165672705930663,-0.4220505971054171,-0.5864174680308211,1.2331079047817828,-2.239441491064245
Vince Young,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,1.4259860546649528,-0.8059934565675745,0.26108027189637223,5.389581564289273,-0.02985622684663087,0.6024659544039558
Jason Campbell,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,0.4588185878790122,1.1784357641115693,-0.3267118866514977,1.0434004498746594,-0.14467114790375935,-0.5342970237833247
Donovan McNabb,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,0.005901140018279127,-0.25035327477741426,-0.3875000562597188,1.5866730891764864,-0.8335606742465305,0.03408446531031554
Michael Vick,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,2.44033242226972,-2.1554053266293924,-0.3329465707138793,0.5001278105728326,0.08495869421049762,0.03408446531031554
Derek Anderson,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,-1.1273685948229084,0.06715540053124877,-1.0622034871718102,-0.043144828728994236,-0.2594860689608879,-1.6710600019706052
Tom Brady,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,0.7286229269366755,0.305286907012746,0.9816271173482874,-0.5864174680308211,0.5442183784390117,0.6024659544039558
Drew Brees,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,-0.1222268222054806,0.7815499199757405,0.10043646794795194,-0.043144828728994236,-0.2594860689608879,-1.1026785128769652
Marc Bulger,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,-0.3686267495588656,-0.17097610595024848,-0.6279116235962111,-1.129690107332648,-0.6039308321322734,-1.1026785128769652
Matt Cassel,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,-1.2113145011074409,-0.25035327477741426,-1.0559620991480712,1.5866730891764864,0.4982924100161602,-1.1026785128769652
Jay Cutler,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,0.6309578205963521,0.7021727511485748,0.07706594170432432,0.5001278105728326,-0.2977577093132641,-2.239441491064245
Jake Delhomme,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,0.08889311554957842,1.257812932938735,0.1917156467965416,-1.129690107332648,-0.6039308321322734,-1.6710600019706052
Brett Favre,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,0.37106583235599533,1.7340759459017296,-0.1801968111855289,-0.5864174680308211,-0.8335606742465305,-1.1026785128769652
Ryan Fitzpatrick,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,-0.6027066805445808,-0.4884847812589115,-0.4093214504780545,2.67321836778014,-0.2758882005404777,0.6024659544039558
Matt Flynn,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,-0.6027066805445808,-2.076028157802227,-0.02744705165717855,-1.129690107332648,-0.6039308321322734,0.03408446531031554
Josh Freeman,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,-0.6027066805445808,-1.9172738201478952,-1.860444165997383,-0.5864174680308211,0.5442183784390117,-0.5342970237833247
Bruce Gradkowski,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,-0.4425467277648809,-0.7266162877404088,-0.5657081090427941,-0.043144828728994236,2.2664421942959394,-0.5342970237833247
Chad Henne,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,-0.6027066805445808,0.6227955823214091,-0.2766703435192239,-1.129690107332648,-0.6039308321322734,-1.1026785128769652
Shaun Hill,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,-0.3260667621069174,-1.3616336383577348,-1.1084453498578122,-0.5864174680308211,-0.14467114790375935,0.03408446531031554
Josh Johnson,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,-1.5390264044874424,-0.17097610595024848,-0.15190981868027886,-0.5864174680308211,1.0034780626675257,-1.1026785128769652
Eli Manning,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,-0.5204623804685188,0.7021727511485748,-0.1801968111855289,-0.5864174680308211,-0.8335606742465305,-1.1026785128769652
Peyton Manning,-0.48563364094800754,-0.47090288614155706,-1.0009749073945502,0.4713071204487019,0.4640412446670775,0.2510966274827546,-0.5864174680308211,-0.8335606742465305,1.7392289325912362
Carson Palmer,-0.48563364094800754,-0.47090288614155706,0.9989115143192981,1.4259860546649528,-0.32973044360458004,1.1054469981780868,-1.129690107332648,-0.6039308321322734,2.875991910778517
